DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW]
22/01/2022,22/01/2022,FCR,1,NEGPOS_08_12,"47,57",73,"47,57",-5,86,"133,12",-60,22,"72,3",-15,489,"47,57",24,555,"47,57",133,116,"47,57",-50,15,"47,57",-10,64,"47,57",-17
22/01/2022,22/01/2022,FCR,1,NEGPOS_12_16,"55,33",73,"55,33",27,86,"73,6",-60,22,"72,3",-15,489,"55,33",-46,555,"55,33",167,116,"55,33",-50,15,"55,33",-12,64,"55,33",-10
22/01/2022,22/01/2022,FCR,1,NEGPOS_16_20,"49,2",73,"49,2",20,86,"203,28",-60,22,"72,3",-15,489,"49,2",88,555,"49,2",71,116,"49,2",-54,15,"49,2",-6,64,"72,48",-44
22/01/2022,22/01/2022,FCR,1,NEGPOS_20_24,35,73,35,-4,86,"132,96",-60,22,"72,3",-15,489,35,46,555,35,133,116,35,-44,15,35,-14,64,"58,37",-42
23/01/2022,23/01/2022,FCR,1,NEGPOS_00_04,"56,4",73,"56,4",17,86,"56,4",-57,22,"188,08",-15,489,"56,4",14,555,"56,4",128,116,"56,4",-44,15,"56,4",-15,64,"56,4",-28
23/01/2022,23/01/2022,FCR,1,NEGPOS_04_08,85,73,85,17,86,85,-57,22,"188,08",-15,489,85,-29,555,85,152,116,85,-44,15,85,-15,64,85,-9
23/01/2022,23/01/2022,FCR,1,NEGPOS_08_12,50,73,50,10,86,50,-57,22,"188,08",-15,489,50,6,555,50,139,116,50,-44,15,50,-13,64,50,-26
23/01/2022,23/01/2022,FCR,1,NEGPOS_12_16,"48,4",73,"48,4",5,86,"48,4",-57,22,"188,08",-15,489,"48,4",-19,555,"43,15",154,116,"48,4",-44,15,"48,4",-12,64,"48,4",-12
23/01/2022,23/01/2022,FCR,1,NEGPOS_16_20,42,73,42,-4,86,"85,36",-60,22,"188,08",-15,489,42,69,555,42,88,116,42,-44,15,42,-6,64,42,-28
23/01/2022,23/01/2022,FCR,1,NEGPOS_20_24,"45,88",73,"45,88",1,86,"48,88",-60,22,"188,08",-15,489,"45,88",25,555,"45,88",133,116,"45,88",-44,15,"45,88",-13,64,"45,88",-27
24/01/2022,24/01/2022,FCR,1,NEGPOS_00_04,"68,8",73,"68,8",6,86,"68,8",-57,22,"241,84",-15,489,"68,8",-16,555,"68,8",160,116,"68,8",-44,15,"68,8",-15,64,"68,8",-19
24/01/2022,24/01/2022,FCR,1,NEGPOS_04_08,"120,38",73,"120,38",6,86,"120,38",-57,22,"241,84",-15,489,"120,38",-46,555,"92,41",166,116,"120,38",-44,15,"120,38",-10,64,"120,38",0
24/01/2022,24/01/2022,FCR,1,NEGPOS_08_12,"36,08",73,"36,08",-10,86,"231,76",-60,22,"241,84",-15,489,"36,08",142,555,"36,08",31,116,"36,08",-44,15,"36,08",-12,64,"36,08",-32
24/01/2022,24/01/2022,FCR,1,NEGPOS_12_16,48,73,48,-3,86,"178,64",-60,22,"241,84",-15,489,48,13,555,48,121,116,48,-44,15,48,-13,64,48,1
24/01/2022,24/01/2022,FCR,1,NEGPOS_16_20,42,73,42,-9,86,"270,8",-60,22,"241,84",-15,489,"3,56",146,555,42,19,116,42,-44,15,42,-7,64,42,-30
24/01/2022,24/01/2022,FCR,1,NEGPOS_20_24,"42,47",73,"42,47",-9,86,"151,44",-60,22,"241,84",-15,489,"42,47",37,555,"42,47",141,116,"42,47",-44,15,"42,47",-13,64,"42,47",-35
25/01/2022,25/01/2022,FCR,1,NEGPOS_00_04,"98,16",73,"98,16",20,86,"98,16",-57,22,"241,84",-15,489,"98,16",-53,555,"98,16",127,116,"98,16",-44,15,"98,16",-15,64,"98,16",37
25/01/2022,25/01/2022,FCR,1,NEGPOS_04_08,"132,11",73,"132,11",20,86,"132,11",-57,22,"241,84",-15,489,"132,11",-35,555,"132,11",119,116,"132,11",-44,15,"132,11",-9,64,"132,11",21
25/01/2022,25/01/2022,FCR,1,NEGPOS_08_12,"42,9",73,"42,9",-9,86,"246,32",-60,22,"241,84",-15,489,"3,24",146,555,"42,9",22,116,"42,9",-44,15,"42,9",-10,64,"42,9",-29
25/01/2022,25/01/2022,FCR,1,NEGPOS_12_16,40,73,40,-5,86,"195,68",-60,22,"241,84",-15,489,40,89,555,40,88,116,40,-52,15,40,-13,64,40,-32
25/01/2022,25/01/2022,FCR,1,NEGPOS_16_20,"48,74",73,"48,74",1,86,"262,32",-60,22,"241,84",-15,489,3,146,555,"48,74",14,116,"48,74",-44,15,"48,74",-6,64,"48,74",-32
25/01/2022,25/01/2022,FCR,1,NEGPOS_20_24,"87,64",73,"87,64",36,86,"143,84",-60,22,"241,84",-15,489,"87,64",56,555,"87,64",70,116,"87,64",-44,15,"87,64",-14,64,"87,64",-29
26/01/2022,26/01/2022,FCR,1,NEGPOS_00_04,68,73,68,20,86,"77,6",-60,22,68,-14,489,68,1,555,68,128,116,68,-44,15,68,-15,64,68,-16
26/01/2022,26/01/2022,FCR,1,NEGPOS_04_08,"117,66",73,"117,66",24,86,"117,66",-57,22,"117,66",-13,489,"117,66",-10,555,"117,66",90,116,"117,66",-44,15,"117,66",-9,64,"117,66",19
26/01/2022,26/01/2022,FCR,1,NEGPOS_08_12,45,73,45,-9,86,"139,52",-60,22,45,-14,489,11,146,555,45,26,116,45,-44,15,45,-8,64,45,-37
26/01/2022,26/01/2022,FCR,1,NEGPOS_12_16,50,73,50,22,86,"69,52",-60,22,50,-14,489,50,74,555,50,44,116,50,-40,15,50,-11,64,50,-15
26/01/2022,26/01/2022,FCR,1,NEGPOS_16_20,"51,2",73,"51,2",2,86,"114,56",-60,22,"51,2",-14,489,11,146,555,"51,2",13,116,"51,2",-40,15,"51,2",-8,64,"51,2",-39
26/01/2022,26/01/2022,FCR,1,NEGPOS_20_24,"51,67",73,"51,67",-9,86,"109,56",-60,22,"51,67",-14,489,"51,67",44,555,"51,67",124,116,"51,67",-40,15,"51,67",-14,64,"51,67",-31
27/01/2022,27/01/2022,FCR,1,NEGPOS_00_04,"86,28",73,"86,28",16,86,"178,32",-60,22,"86,28",-13,489,"86,28",-2,555,"86,28",146,116,"86,28",-40,15,"86,28",-15,64,"86,28",-32
27/01/2022,27/01/2022,FCR,1,NEGPOS_04_08,"102,24",73,"102,24",24,86,"140,96",-60,22,"102,24",-13,489,"102,24",-34,555,"102,24",146,116,"102,24",-40,15,"102,24",-9,64,"102,24",-14
27/01/2022,27/01/2022,FCR,1,NEGPOS_08_12,"40,5",73,"40,5",2,86,"45,92",-60,22,"40,5",-14,489,"2,72",146,555,"40,5",6,116,"40,5",-40,15,"40,5",-7,64,"40,5",-33
27/01/2022,27/01/2022,FCR,1,NEGPOS_12_16,"39,92",73,"39,92",1,86,"39,92",-57,22,"39,92",-14,489,"39,92",-1,555,"39,92",101,116,"39,92",-39,15,"39,92",-10,64,"39,92",19
27/01/2022,27/01/2022,FCR,1,NEGPOS_16_20,48,73,48,25,86,"129,68",-60,22,48,-13,489,48,57,555,48,47,116,48,-40,15,48,-10,64,48,-6
27/01/2022,27/01/2022,FCR,1,NEGPOS_20_24,"51,01",73,"51,01",1,86,"71,08",-60,22,"51,01",-13,489,"51,01",45,555,"51,01",102,116,"51,01",-40,15,"51,01",-14,64,"51,01",-11
28/01/2022,28/01/2022,FCR,1,NEGPOS_00_04,"140,8",73,"140,8",16,86,"171,8",-60,22,"214,48",-15,489,"140,8",24,555,"140,8",68,116,"140,8",-40,15,"140,8",-9,64,"140,8",16
28/01/2022,28/01/2022,FCR,1,NEGPOS_04_08,"111,93",73,"111,93",16,86,"118,96",-60,22,"214,48",-15,489,"111,93",-9,555,"111,93",110,116,"111,93",-40,15,"111,93",-9,64,"111,93",7
28/01/2022,28/01/2022,FCR,1,NEGPOS_08_12,30,73,30,-6,86,169,-60,22,"214,48",-15,489,"7,24",146,555,30,-8,116,30,-48,15,30,-15,64,30,6
28/01/2022,28/01/2022,FCR,1,NEGPOS_12_16,40,73,40,-1,86,"131,72",-60,22,"214,48",-15,489,40,12,555,40,137,116,40,-44,15,40,-12,64,40,-17
28/01/2022,28/01/2022,FCR,1,NEGPOS_16_20,"39,92",73,"39,92",-6,86,"166,68",-60,22,"214,48",-15,489,"39,92",64,555,"39,92",75,116,"39,92",-44,15,"39,92",-12,64,"39,92",-2
28/01/2022,28/01/2022,FCR,1,NEGPOS_20_24,"34,52",73,"34,52",-10,86,"59,28",-60,22,"214,48",-15,489,"34,52",59,555,"34,52",113,116,"34,52",-40,15,"34,52",-14,64,"34,52",-33
29/01/2022,29/01/2022,FCR,1,NEGPOS_00_04,"97,88",73,"97,88",11,86,"170,28",-60,22,"214,48",-15,489,"97,88",92,555,"97,88",49,116,"97,88",-39,15,"97,88",-15,64,"97,88",-23
29/01/2022,29/01/2022,FCR,1,NEGPOS_04_08,101,73,101,14,86,"207,56",-60,22,"214,48",-15,489,101,75,555,101,54,116,101,-39,15,101,-9,64,101,-20
29/01/2022,29/01/2022,FCR,1,NEGPOS_08_12,"74,15",73,"74,15",39,86,"74,15",-53,22,"214,48",-15,489,"74,15",29,555,"74,15",41,116,"74,15",-39,15,"74,15",-11,64,"74,15",9
29/01/2022,29/01/2022,FCR,1,NEGPOS_12_16,"101,68",73,"101,68",30,86,"152,72",-60,22,"101,68",-12,489,"101,68",41,555,"101,68",66,116,"101,68",-39,15,"101,68",-7,64,"101,68",-19
29/01/2022,29/01/2022,FCR,1,NEGPOS_16_20,68,73,68,39,86,"134,64",-60,22,68,-13,489,68,97,555,68,10,116,68,-39,15,68,-13,64,68,-21
29/01/2022,29/01/2022,FCR,1,NEGPOS_20_24,"112,68",73,"112,68",15,86,"160,88",-60,22,"112,68",-12,489,"112,68",96,555,"112,68",23,116,"112,68",-39,15,"112,68",-9,64,"112,68",-14
30/01/2022,30/01/2022,FCR,1,NEGPOS_00_04,"136,49",73,"136,49",19,86,"226,72",-60,22,"136,49",-12,489,"136,49",54,555,"136,49",29,116,"136,49",-39,15,"136,49",-9,64,"136,49",18
30/01/2022,30/01/2022,FCR,1,NEGPOS_04_08,"173,7",73,"173,7",19,86,"173,7",-56,22,"173,7",-11,489,"173,7",15,555,"173,7",62,116,"173,7",-39,15,"173,7",-9,64,"173,7",19
30/01/2022,30/01/2022,FCR,1,NEGPOS_08_12,"126,48",73,"126,48",34,86,"126,48",-56,22,"126,48",-12,489,"126,48",25,555,"126,48",32,116,"126,48",-39,15,"126,48",-6,64,"126,48",22
30/01/2022,30/01/2022,FCR,1,NEGPOS_12_16,"133,04",73,"133,04",29,86,"133,04",-56,22,"133,04",-12,489,"133,04",41,555,"133,04",35,116,"133,04",-39,15,"133,04",-7,64,"133,04",9
30/01/2022,30/01/2022,FCR,1,NEGPOS_16_20,"68,91",73,"68,91",28,86,"106,08",-60,22,"68,91",-13,489,"68,91",12,555,"68,91",74,116,"68,91",-43,15,"68,91",-9,64,"68,91",11
30/01/2022,30/01/2022,FCR,1,NEGPOS_20_24,"85,46",73,"85,46",18,86,113,-60,22,"241,84",-15,489,"85,46",35,555,"85,46",76,116,"85,46",-39,15,"85,46",-13,64,"85,46",-2
31/01/2022,31/01/2022,FCR,1,NEGPOS_00_04,"101,4",73,"101,4",1,86,"349,28",-60,22,"101,4",-13,489,"101,4",34,555,"101,4",108,116,"101,4",-42,15,"101,4",-9,64,"101,4",-19
31/01/2022,31/01/2022,FCR,1,NEGPOS_04_08,"147,11",73,"147,11",1,86,"261,28",-60,22,"403,04",-15,489,"147,11",77,555,"147,11",74,116,"147,11",-42,15,"147,11",-9,64,"147,11",-26
31/01/2022,31/01/2022,FCR,1,NEGPOS_08_12,"55,2",73,"55,2",41,86,"55,2",-56,22,"403,04",-15,489,"55,2",-49,555,"55,2",109,116,"55,2",-44,15,"55,2",-10,64,"55,2",24
31/01/2022,31/01/2022,FCR,1,NEGPOS_12_16,70,73,70,36,86,70,-59,22,"295,56",-15,489,70,-30,555,70,156,116,70,-42,15,70,-13,64,70,-33
31/01/2022,31/01/2022,FCR,1,NEGPOS_16_20,"55,6",73,"55,6",14,86,"55,6",-56,22,"403,04",-15,489,"55,6",9,555,"55,6",92,116,"55,6",-42,15,"55,6",-8,64,"55,6",6
31/01/2022,31/01/2022,FCR,1,NEGPOS_20_24,78,73,78,9,86,"122,08",-60,22,78,-13,489,78,44,555,78,110,116,78,-42,15,78,-15,64,78,-33
01/02/2022,01/02/2022,FCR,1,NEGPOS_00_04,"113,12",73,"113,12",6,86,"128,2",-60,22,"241,84",-15,489,"113,12",-21,555,"113,12",163,116,"113,12",-32,15,"113,12",-9,64,"113,12",-32
01/02/2022,01/02/2022,FCR,1,NEGPOS_04_08,"125,68",73,"125,68",6,86,"125,68",-56,22,"510,52",-15,489,"125,68",19,555,"125,68",118,116,"125,68",-32,15,"125,68",-9,64,"125,68",-31
01/02/2022,01/02/2022,FCR,1,NEGPOS_08_12,"43,6",73,"43,6",-2,86,"43,6",-56,22,"510,52",-15,489,"43,6",143,555,"43,6",-3,116,"43,6",-42,15,"43,6",-13,64,"43,6",-12
01/02/2022,01/02/2022,FCR,1,NEGPOS_12_16,"103,49",73,"103,49",17,86,"103,49",-56,22,"510,52",-15,489,"103,49",10,555,"103,49",36,116,"103,49",-50,15,"103,49",-7,64,"103,49",65
01/02/2022,01/02/2022,FCR,1,NEGPOS_16_20,"64,1",73,"64,1",33,86,"64,1",-56,22,"241,84",-15,489,"64,1",4,555,"64,1",36,116,"64,1",-42,15,"64,1",-6,64,"64,1",46
01/02/2022,01/02/2022,FCR,1,NEGPOS_20_24,"105,68",73,"105,68",14,86,"153,96",-60,22,"241,84",-15,489,"105,68",30,555,"105,68",76,116,"105,68",-32,15,"105,68",-9,64,"105,68",-4
02/02/2022,02/02/2022,FCR,1,NEGPOS_00_04,"153,88",73,"153,88",9,86,"237,8",-60,22,"295,16",-15,489,"153,88",93,555,"153,88",36,116,"153,88",-32,15,"153,88",-9,64,"153,88",-22
02/02/2022,02/02/2022,FCR,1,NEGPOS_04_08,"150,9",73,"150,9",19,86,"150,9",-56,22,"150,9",-13,489,"150,9",34,555,"150,9",62,116,"150,9",-27,15,"150,9",-9,64,"150,9",-10
02/02/2022,02/02/2022,FCR,1,NEGPOS_08_12,"55,6",73,"55,6",21,86,"123,84",-60,22,"55,6",-15,489,"55,6",37,555,"55,6",23,116,"55,6",-32,15,"55,6",-13,64,"55,6",39
02/02/2022,02/02/2022,FCR,1,NEGPOS_12_16,"100,85",73,"100,85",35,86,"100,85",-56,22,"100,85",-14,489,"100,85",-21,555,"100,85",68,116,"100,85",-32,15,"100,85",-7,64,"100,85",27
02/02/2022,02/02/2022,FCR,1,NEGPOS_16_20,"60,24",73,"60,24",21,86,"156,6",-60,22,"60,24",-15,489,"60,24",29,555,"60,24",30,116,"60,24",-32,15,"60,24",-8,64,"60,24",35
02/02/2022,02/02/2022,FCR,1,NEGPOS_20_24,"71,2",73,"71,2",19,86,"74,28",-60,22,"71,2",-14,489,"71,2",50,555,"71,2",95,116,"71,2",-32,15,"71,2",-15,64,"71,2",-43
03/02/2022,03/02/2022,FCR,1,NEGPOS_00_04,"122,69",73,"122,69",27,86,"122,69",-56,22,"241,4",-15,489,"122,69",-38,555,"122,69",120,116,"122,69",-32,15,"122,69",-9,64,"122,69",3
03/02/2022,03/02/2022,FCR,1,NEGPOS_04_08,"172,7",73,"172,7",27,86,"172,7",-56,22,"241,4",-15,489,"172,7",7,555,"172,7",45,116,"172,7",-32,15,"172,7",-9,64,"172,7",33
03/02/2022,03/02/2022,FCR,1,NEGPOS_08_12,"56,64",73,"56,64",45,86,"225,64",-60,22,"241,4",-15,489,"56,64",85,555,"56,64",12,116,"56,64",-33,15,"56,64",-12,64,"56,64",-17
03/02/2022,03/02/2022,FCR,1,NEGPOS_12_16,"65,2",73,"65,2",55,86,"170,36",-60,22,"241,4",-15,489,"65,2",-16,555,"65,2",36,116,"65,2",-33,15,"65,2",-14,64,"65,2",47
03/02/2022,03/02/2022,FCR,1,NEGPOS_16_20,"53,84",73,"53,84",33,86,"222,64",-60,22,"241,4",-15,489,"53,84",75,555,"53,84",14,116,"53,84",-32,15,"53,84",-6,64,"53,84",-9
03/02/2022,03/02/2022,FCR,1,NEGPOS_20_24,"55,6",73,"55,6",8,86,"83,72",-60,22,"241,4",-15,489,"55,6",58,555,"55,6",99,116,"55,6",-32,15,"55,6",-15,64,"55,6",-43
04/02/2022,04/02/2022,FCR,1,NEGPOS_00_04,"85,63",73,"85,63",-6,86,"85,63",-56,22,"85,63",-13,489,"85,63",4,555,"85,63",138,116,"85,63",-35,15,"85,63",-15,64,"85,63",-17
04/02/2022,04/02/2022,FCR,1,NEGPOS_04_08,"123,21",73,"123,21",-6,86,"123,21",-56,22,"123,21",-13,489,"123,21",29,555,"123,21",109,116,"123,21",-35,15,"123,21",-9,64,"123,21",-19
04/02/2022,04/02/2022,FCR,1,NEGPOS_08_12,"52,18",73,"52,18",-6,86,"131,4",-60,22,"52,18",-15,489,"52,18",30,555,"52,18",71,116,"52,18",-40,15,"52,18",-8,64,"52,18",28
04/02/2022,04/02/2022,FCR,1,NEGPOS_12_16,"99,56",73,"99,56",7,86,"99,56",-56,22,"99,56",-15,489,"99,56",-5,555,"99,56",105,116,"99,56",-32,15,"99,56",-14,64,"99,56",10
04/02/2022,04/02/2022,FCR,1,NEGPOS_16_20,60,73,60,14,86,"184,6",-60,22,60,-14,489,60,1,555,60,37,116,60,-32,15,60,-10,64,60,64
04/02/2022,04/02/2022,FCR,1,NEGPOS_20_24,"86,54",73,"86,54",-2,86,"86,54",-56,22,"86,54",-13,489,"86,54",57,555,"86,54",59,116,"86,54",-32,15,"86,54",-15,64,"86,54",2
05/02/2022,05/02/2022,FCR,1,NEGPOS_00_04,"114,2",73,"114,2",15,86,"169,76",-60,22,"114,2",-13,489,"114,2",92,555,"114,2",21,116,"114,2",-32,15,"114,2",-9,64,"114,2",-14
05/02/2022,05/02/2022,FCR,1,NEGPOS_04_08,"162,44",73,"162,44",15,86,"162,44",-56,22,"162,44",-12,489,"162,44",14,555,"162,44",93,116,"162,44",-32,15,"162,44",-9,64,"162,44",-13
05/02/2022,05/02/2022,FCR,1,NEGPOS_08_12,"110,02",73,"110,02",25,86,"110,02",-56,22,"110,02",-13,489,"110,02",15,555,"110,02",62,116,"110,02",-32,15,"110,02",-7,64,"110,02",6
05/02/2022,05/02/2022,FCR,1,NEGPOS_12_16,"138,04",73,"138,04",15,86,"185,96",-60,22,"138,04",-12,489,"138,04",25,555,"138,04",56,116,"138,04",-32,15,"138,04",-9,64,"138,04",17
05/02/2022,05/02/2022,FCR,1,NEGPOS_16_20,"57,38",73,"57,38",19,86,"82,64",-60,22,"57,38",-14,489,"57,38",38,555,"57,38",67,116,"57,38",-32,15,"57,38",-13,64,"57,38",-5
05/02/2022,05/02/2022,FCR,1,NEGPOS_20_24,104,73,104,14,86,"209,76",-60,22,104,-13,489,104,78,555,104,38,116,104,-32,15,104,-8,64,104,-17
06/02/2022,06/02/2022,FCR,1,NEGPOS_00_04,"166,27",73,"166,27",23,86,"323,68",-60,22,"166,27",-12,489,"166,27",58,555,"166,27",13,116,"166,27",-32,15,"166,27",-9,64,"166,27",19
06/02/2022,06/02/2022,FCR,1,NEGPOS_04_08,"142,84",73,"142,84",23,86,"343,6",-60,22,"142,84",-12,489,"142,84",99,555,"142,84",8,116,"142,84",-32,15,"142,84",-9,64,"142,84",-17
06/02/2022,06/02/2022,FCR,1,NEGPOS_08_12,"204,88",73,"204,88",50,86,"256,32",-60,22,"204,88",-12,489,"204,88",-9,555,"204,88",58,116,"204,88",-32,15,"204,88",-6,64,"204,88",11
06/02/2022,06/02/2022,FCR,1,NEGPOS_12_16,"229,87",73,"229,87",31,86,"229,87",-56,22,"229,87",-11,489,"229,87",6,555,"229,87",49,116,"229,87",-32,15,"229,87",-9,64,"229,87",22
06/02/2022,06/02/2022,FCR,1,NEGPOS_16_20,"129,02",73,"129,02",26,86,"131,68",-60,22,"129,02",-13,489,"129,02",14,555,"129,02",90,116,"129,02",-32,15,"129,02",-7,64,"129,02",-18
06/02/2022,06/02/2022,FCR,1,NEGPOS_20_24,"123,84",73,"123,84",22,86,"212,56",-60,22,"123,84",-13,489,"123,84",23,555,"123,84",56,116,"123,84",-32,15,"123,84",-9,64,"123,84",13
07/02/2022,07/02/2022,FCR,1,NEGPOS_00_04,"143,8",73,"143,8",26,86,"325,72",-60,22,"143,8",-12,489,"143,8",69,555,"143,8",22,116,"143,8",-32,15,"143,8",-9,64,"143,8",-4
07/02/2022,07/02/2022,FCR,1,NEGPOS_04_08,"135,19",73,"135,19",26,86,"178,12",-60,22,"322,36",-15,489,"135,19",37,555,"135,19",76,116,"135,19",-32,15,"135,19",-9,64,"135,19",-14
07/02/2022,07/02/2022,FCR,1,NEGPOS_08_12,"81,18",73,"81,18",29,86,"81,18",-56,22,"322,36",-15,489,"81,18",8,555,"81,18",41,116,"81,18",-32,15,"81,18",-10,64,"81,18",35
07/02/2022,07/02/2022,FCR,1,NEGPOS_12_16,"102,68",73,"102,68",30,86,"102,68",-56,22,"322,36",-15,489,"102,68",6,555,"102,68",90,116,"102,68",-34,15,"102,68",-9,64,"102,68",-12
07/02/2022,07/02/2022,FCR,1,NEGPOS_16_20,80,73,80,40,86,80,-56,22,"322,36",-15,489,80,9,555,80,6,116,80,-32,15,80,-12,64,80,60
07/02/2022,07/02/2022,FCR,1,NEGPOS_20_24,27,73,27,-1,86,"59,8",-60,22,"322,36",-15,489,27,102,555,27,67,116,27,-36,15,27,-15,64,27,-42
08/02/2022,08/02/2022,FCR,1,NEGPOS_00_04,"144,44",73,"144,44",15,86,"299,64",-60,22,"144,44",-12,489,"144,44",18,555,"144,44",81,116,"144,44",-32,15,"144,44",-9,64,"144,44",-1
08/02/2022,08/02/2022,FCR,1,NEGPOS_04_08,"186,62",73,"186,62",23,86,"186,62",-59,22,"186,62",-12,489,"186,62",44,555,"186,62",30,116,"186,62",-32,15,"186,62",-9,64,"186,62",15
08/02/2022,08/02/2022,FCR,1,NEGPOS_08_12,85,73,85,34,86,85,-56,22,85,-13,489,85,39,555,85,-31,116,85,-36,15,85,-10,64,85,73
08/02/2022,08/02/2022,FCR,1,NEGPOS_12_16,"135,12",73,"135,12",27,86,"135,12",-56,22,"135,12",-12,489,"135,12",13,555,"135,12",10,116,"135,12",-32,15,"135,12",-9,64,"135,12",59
08/02/2022,08/02/2022,FCR,1,NEGPOS_16_20,"65,84",73,"65,84",33,86,"77,64",-60,22,"65,84",-14,489,"65,84",30,555,"65,84",1,116,"65,84",-32,15,"65,84",-10,64,"65,84",52
08/02/2022,08/02/2022,FCR,1,NEGPOS_20_24,"83,33",73,"83,33",14,86,"83,33",-56,22,"83,33",-13,489,"83,33",76,555,"83,33",50,116,"83,33",-32,15,"83,33",-15,64,"83,33",-24
09/02/2022,09/02/2022,FCR,1,NEGPOS_00_04,80,73,80,6,86,"262,56",-60,22,80,-14,489,80,58,555,80,64,116,80,-32,15,80,-15,64,80,-7
09/02/2022,09/02/2022,FCR,1,NEGPOS_04_08,"99,6",73,"99,6",10,86,"164,64",-60,22,"99,6",-13,489,"99,6",54,555,"99,6",76,116,"99,6",-32,15,"99,6",-15,64,"99,6",-20
09/02/2022,09/02/2022,FCR,1,NEGPOS_08_12,40,73,40,2,86,"60,32",-60,22,"53,69",-15,489,40,85,555,40,36,116,40,-32,15,40,-13,64,40,-3
09/02/2022,09/02/2022,FCR,1,NEGPOS_12_16,"102,12",73,"102,12",21,86,"102,12",-56,22,"102,12",-13,489,"102,12",-2,555,"102,12",88,116,"102,12",-32,15,"102,12",-8,64,"102,12",2
09/02/2022,09/02/2022,FCR,1,NEGPOS_16_20,"54,08",73,"54,08",0,86,"137,2",-60,22,"54,08",-14,489,"54,08",52,555,"54,08",62,116,"54,08",-32,15,"54,08",-10,64,"54,08",2
09/02/2022,09/02/2022,FCR,1,NEGPOS_20_24,24,73,24,-19,86,"75,6",-60,22,"53,69",-15,489,24,90,555,24,86,116,24,-36,15,24,-15,64,24,-31
10/02/2022,10/02/2022,FCR,1,NEGPOS_00_04,100,73,100,18,86,100,-56,22,100,-12,489,100,3,555,100,101,116,100,-36,15,100,-13,64,100,-5
10/02/2022,10/02/2022,FCR,1,NEGPOS_04_08,"119,16",73,"119,16",31,86,"119,16",-56,22,"119,16",-12,489,"119,16",32,555,"119,16",77,116,"119,16",-36,15,"119,16",-9,64,"119,16",-27
10/02/2022,10/02/2022,FCR,1,NEGPOS_08_12,32,73,32,-9,86,"92,32",-60,22,"53,2",-15,489,32,77,555,32,56,116,32,-38,15,32,-13,64,32,2
10/02/2022,10/02/2022,FCR,1,NEGPOS_12_16,"55,2",73,"55,2",30,86,"55,2",-56,22,"55,2",-15,489,"55,2",-60,555,"55,2",146,116,"55,2",-31,15,"55,2",-14,64,"55,2",0
10/02/2022,10/02/2022,FCR,1,NEGPOS_16_20,"53,33",73,"53,33",-1,86,"127,36",-60,22,"53,33",-15,489,"53,33",29,555,"53,33",80,116,"53,33",-32,15,"53,33",-10,64,"53,33",9
10/02/2022,10/02/2022,FCR,1,NEGPOS_20_24,20,73,20,-19,86,"59,12",-60,22,"53,2",-15,489,20,92,555,20,89,116,20,-36,15,20,-15,64,20,-36
11/02/2022,11/02/2022,FCR,1,NEGPOS_00_04,"39,24",73,"39,24",-7,86,"92,8",-60,22,"46,98",-15,489,"39,24",32,555,"39,24",124,116,"39,24",-32,15,"39,24",-15,64,"39,24",-27
11/02/2022,11/02/2022,FCR,1,NEGPOS_04_08,"86,04",73,"86,04",21,86,"86,04",-58,22,"86,04",-12,489,"86,04",29,555,"86,04",88,116,"86,04",-32,15,"86,04",-15,64,"86,04",-21
11/02/2022,11/02/2022,FCR,1,NEGPOS_08_12,"21,24",73,"21,24",2,86,"111,52",-60,22,"46,98",-15,489,"21,24",123,555,"21,24",6,116,"21,24",-36,15,"21,24",-15,64,"21,24",-5
11/02/2022,11/02/2022,FCR,1,NEGPOS_12_16,"56,4",73,"56,4",23,86,"77,76",-60,22,"56,4",-13,489,"56,4",9,555,"56,4",93,116,"56,4",-32,15,"56,4",-14,64,"56,4",-6
11/02/2022,11/02/2022,FCR,1,NEGPOS_16_20,40,73,40,-4,86,"141,28",-60,22,"46,98",-15,489,40,70,555,40,54,116,40,-40,15,40,-9,64,40,4
